i_TradePeriodNodeDemand,-,-
TP30,HOR0331,5.188
TP30,HOR0661,3.544
TP30,HTI0331,21.2
TP30,HUI0331,25.53
TP30,HWA0331,18.486
TP30,HWA0332,5.278
TP30,HWA1101,0
TP30,HWA1102,0
TP30,HWB0331,18.421
TP30,HWB0332,31.296
TP30,HWB1101,6.455
TP30,INV0331,67.132
TP30,ISL0661,257.909
TP30,KAI0111,17.782
TP30,KAW0112,39.324
TP30,KAW1101,0
TP30,KBY0661,0.895
TP30,KBY0662,1.05
TP30,KIK0111,1.25
TP30,KIN0111,41.727
TP30,KIN0112,-21.565
TP30,KIN0113,16.556
TP30,KMO0331,7.208
TP30,KOE1101,21.451
TP30,KPA1101,0
TP30,KUM0661,-2.681
TP30,KWA0111,25.307
TP30,LFD1101,1.371
TP30,LFD1102,1.309
TP30,LTN0331,31.721
TP30,MAN2201,0.995
TP30,MAT1101,0.179
TP30,MCH0111,1.162
TP30,MER0331,0
TP30,MGM0331,4.967
TP30,MHO0331,22.942
TP30,MKE1101,0.199
TP30,MLG0111,16.546
TP30,MLG0331,21.389
TP30,MNG0331,79.288
TP30,MNG1101,7.793
TP30,MNI0111,6.053
TP30,MST0331,29.061
TP30,MTM0331,41.389
TP30,MTN0331,10.331
TP30,MTO0331,8.895
TP30,MTR0331,4.422
TP30,NAP2201,0
TP30,NAP2202,0
TP30,NMA0331,13.137
TP30,NPK0331,2.938
TP30,NPL0331,6.658
TP30,NSY0331,21.913
TP30,OAM0331,21.128
TP30,OKN0111,4.087
TP30,ONG0331,-0.344
TP30,OPK0331,4.309
TP30,ORO1101,3.203
TP30,ORO1102,3.154
TP30,OTA0221,43.999
TP30,OTI0111,0.061
TP30,OWH0111,6.148
TP30,PAK0331,85.047
TP30,PAO1101,21.7
TP30,PEN0221,42.97
TP30,PEN0251,2.635
TP30,PEN1101,119.878
TP30,PNI0331,7.824
TP30,PPI2201,0
TP30,RDF0331,36.779
TP30,RFN1101,1.274
TP30,RFN1102,1.214
TP30,ROS0221,56.536
TP30,ROS1101,34.199
TP30,ROT0111,13.106
TP30,ROT0331,34.532
TP30,ROT1101,0
TP30,SBK0331,17.718
TP30,SBK0661,7.661
TP30,SDN0331,49.566
TP30,SFD0331,13.722
TP30,SFD2201,0
TP30,STK0331,88.557
TP30,STK0661,16.102
TP30,STU0111,5.71
TP30,SVL0331,41.833
TP30,SWN0251,2.025
TP30,SWN2201,0.1
TP30,TAK0331,62.411
TP30,TGA0111,16.694
TP30,TGA0331,52.532
TP30,THI2201,0
TP30,TIM0111,50.903
TP30,TKA0331,3.03
TP30,TKH0111,0.618
TP30,TKR0331,53.51
TP30,TKU0331,4.667
TP30,TMI0331,23.604
TP30,TMK0331,13.97
TP30,TMN0551,-1.248
TP30,TMU0111,21.6
TP30,TNG0111,20.846
TP30,TNG0551,1.01
TP30,TRK0111,3.675
TP30,TUI1101,43.047
TP30,TWC2201,-0.078
TP30,TWH0331,60.608
TP30,TWI2201,579.943
TP30,TWZ0331,5.398
TP30,UHT0331,16.808
TP30,WAI0111,5.9
TP30,WDV0111,1.368
TP30,WDV1101,0.469
TP30,WEL0331,19.406
TP30,WHI2201,0.138
TP30,WIL0331,-5.03
TP30,WIR0331,71.847
TP30,WKM2201,4.822
TP30,WPR0331,3.98
TP30,WPR0661,1.551
TP30,WPT0111,0
TP30,WPW0331,13.222
TP30,WRD0331,41.636
TP30,WRK0331,29.217
TP30,WTK0111,0
TP30,WTK0331,0
TP30,WTU0331,60.61
TP30,WVY0111,2.926
TP30,WWD1102,-42.851
TP30,WWD1103,-51.085
TP31,BOB1101,42.885
TP31,CPK0331,105.767
TP31,HAM0331,79.291
TP31,HIN0331,24.764
TP31,ISL0331,56.352
TP31,KAW0111,15.409
TP31,KAW0113,0
TP31,KIN0331,11.782
TP31,KPU0661,27.131
TP31,MPE1101,76.451
TP31,PEN0331,185.762
TP31,PRM0331,33.83
TP31,WGN0331,17.734
TP31,WHI0111,29.897
TP31,WHU0331,12.961
TP31,WKO0331,20.553
TP31,KAW0112_DLS0,0
TP31,KAW0113_DLS1,36.062
TP31,ABY0111,2.551
TP31,ALB0331,83.753
TP31,ALB1101,40.239
TP31,APS0111,0.177
TP31,ARG1101,0.034
TP31,ASB0331,18.393
TP31,ASB0661,22.598
TP31,ASY0111,10.927
TP31,ATU1101,0.112
TP31,BAL0331,20.176
TP31,BDE0111,7.635
TP31,BLN0331,44.281
TP31,BOB0331,6.308
TP31,BPD1101,1.49
TP31,BPE0331,62.123
TP31,BPE0551,0.08
TP31,BPT1101,0.356
TP31,BRB0331,47.289
TP31,BRK0331,16.267
TP31,BRY0661,87.195
TP31,BWK1101,0
TP31,CBG0111,20.665
TP31,CLH0111,0.276
TP31,CML0331,26.426
TP31,COL0111,0.17
TP31,COL0661,0
TP31,CPK0111,15.65
TP31,CST0331,33.139
TP31,CUL0331,5.387
TP31,CUL0661,3.48
TP31,CYD0331,-2.122
TP31,CYD2201,0
TP31,DOB0331,2.992
TP31,DVK0111,8.593
TP31,EDG0331,44.419
TP31,EDN0331,4.644
TP31,FHL0331,35.279
TP31,FKN0331,46.574
TP31,GFD0331,42.067
TP31,GLN0331,84.959
TP31,GLN0332,42.019
TP31,GOR0331,20.711
TP31,GYM0661,10.092
TP31,GYT0331,5.322
TP31,HAM0111,18.01
TP31,HAM0551,0.134
TP31,HAY0111,9.384
TP31,HAY0331,8.318
TP31,HEN0331,66.658
TP31,HEP0331,90.677
TP31,HKK0661,0.681
TP31,HLY0331,17.242
TP31,HOB1101,36.032
TP31,HOR0331,5.183
TP31,HOR0661,3.705
TP31,HTI0331,21.502
TP31,HUI0331,25.338
TP31,HWA0331,19.044
TP31,HWA0332,5.245
TP31,HWA1101,0
TP31,HWA1102,0
TP31,HWB0331,18.956
TP31,HWB0332,31.685
TP31,HWB1101,6.304
TP31,INV0331,65.291
TP31,ISL0661,256.564
TP31,KAI0111,17.625
TP31,KAW0112,39.462
TP31,KAW1101,0
TP31,KBY0661,0.899
TP31,KBY0662,1.054
TP31,KIK0111,1.231
TP31,KIN0111,41.518
TP31,KIN0112,-21.478
TP31,KIN0113,15.385
TP31,KMO0331,7.253
TP31,KOE1101,22.789
TP31,KPA1101,0
TP31,KUM0661,-2.687
TP31,KWA0111,25.902
TP31,LFD1101,1.424
TP31,LFD1102,1.347
TP31,LTN0331,32.207
TP31,MAN2201,0.991
TP31,MAT1101,0.179
TP31,MCH0111,1.199
TP31,MER0331,0
TP31,MGM0331,5.115
TP31,MHO0331,22.983
TP31,MKE1101,0.203
TP31,MLG0111,16.751
TP31,MLG0331,20.907
TP31,MNG0331,79.928
TP31,MNG1101,5.226
TP31,MNI0111,6.013
TP31,MST0331,28.293
TP31,MTM0331,40.948
TP31,MTN0331,10.336
TP31,MTO0331,9.341
TP31,MTR0331,4.418
TP31,NAP2201,0
TP31,NAP2202,0
TP31,NMA0331,13.959
TP31,NPK0331,2.975
TP31,NPL0331,7.015
TP31,NSY0331,22.262
TP31,OAM0331,22.114
TP31,OKN0111,4.082
TP31,ONG0331,-0.456
TP31,OPK0331,4.578
TP31,ORO1101,3.191
TP31,ORO1102,3.142
TP31,OTA0221,43.987
TP31,OTI0111,0.065
TP31,OWH0111,6.342
TP31,PAK0331,85.533
TP31,PAO1101,21.818
TP31,PEN0221,43.028
TP31,PEN0251,3.219
TP31,PEN1101,119.486
TP31,PNI0331,7.992
TP31,PPI2201,0
TP31,RDF0331,37.064
TP31,RFN1101,1.284
TP31,RFN1102,1.223
TP31,ROS0221,58.037
TP31,ROS1101,34.558
TP31,ROT0111,13.069
TP31,ROT0331,34.261
TP31,ROT1101,0
TP31,SBK0331,17.673
TP31,SBK0661,7.701
TP31,SDN0331,50.275
TP31,SFD0331,14.086
TP31,SFD2201,0
TP31,STK0331,89.448
TP31,STK0661,15.951
TP31,STU0111,5.781
TP31,SVL0331,41.559
TP31,SWN0251,1.982
TP31,SWN2201,0.08
TP31,TAK0331,63.661
TP31,TGA0111,16.592
TP31,TGA0331,51.841
TP31,THI2201,0
TP31,TIM0111,49.813
TP31,TKA0331,2.983
TP31,TKH0111,0.638
TP31,TKR0331,53.664
TP31,TKU0331,4.705
TP31,TMI0331,23.539
TP31,TMK0331,13.709
TP31,TMN0551,0.83
TP31,TMU0111,22.4
TP31,TNG0111,20.509
TP31,TNG0551,0.841
TP31,TRK0111,3.727
TP31,TUI1101,43.729
TP31,TWC2201,-0.837
TP31,TWH0331,61.857
TP31,TWI2201,579.205
TP31,TWZ0331,5.318
TP31,UHT0331,16.715
TP31,WAI0111,6.108
TP31,WDV0111,1.36
TP31,WDV1101,0.473
TP31,WEL0331,19.803
TP31,WHI2201,0.136
TP31,WIL0331,-3.043
TP31,WIR0331,71.911
TP31,WKM2201,5.088
TP31,WPR0331,4.009
TP31,WPR0661,1.344
TP31,WPT0111,0
TP31,WPW0331,13.012
TP31,WRD0331,42.324
TP31,WRK0331,29.854
TP31,WTK0111,0
TP31,WTK0331,0
TP31,WTU0331,60.354
TP31,WVY0111,2.965
TP31,WWD1102,-42.786
TP31,WWD1103,-51.776
TP32,BOB1101,43.84
TP32,CPK0331,107.033
TP32,HAM0331,80.908
TP32,HIN0331,25.911
TP32,ISL0331,55.862
TP32,KAW0111,14.602
TP32,KAW0113,0
TP32,KIN0331,10.912
TP32,KPU0661,27.861
TP32,MPE1101,77.794
TP32,PEN0331,185.065
TP32,PRM0331,34.34
TP32,WGN0331,17.717
TP32,WHI0111,29.817
TP32,WHU0331,13.643
TP32,WKO0331,21.566
TP32,KAW0112_DLS0,0
TP32,KAW0113_DLS1,35.793
TP32,ABY0111,2.472
TP32,ALB0331,83.904
TP32,ALB1101,40.86
TP32,APS0111,0.179
TP32,ARG1101,0.033
TP32,ASB0331,18.345
TP32,ASB0661,22.669
TP32,ASY0111,10.98
TP32,ATU1101,0.133
TP32,BAL0331,19.712
TP32,BDE0111,8.031
TP32,BLN0331,44.627
TP32,BOB0331,6.702
TP32,BPD1101,1.62
TP32,BPE0331,63.496
TP32,BPE0551,0.045
TP32,BPT1101,0.323
TP32,BRB0331,47.436
TP32,BRK0331,16.649
TP32,BRY0661,89.056
TP32,BWK1101,0
TP32,CBG0111,21.052
TP32,CLH0111,0.273
TP32,CML0331,25.249
TP32,COL0111,0.18
TP32,COL0661,0
TP32,CPK0111,15.713
TP32,CST0331,34.38
TP32,CUL0331,5.365
TP32,CUL0661,3.613
TP32,CYD0331,-1.906
TP32,CYD2201,0
TP32,DOB0331,3.207
TP32,DVK0111,9.058
TP32,EDG0331,45.705
TP32,EDN0331,4.684
TP32,FHL0331,35.398
TP32,FKN0331,46.197
TP32,GFD0331,42.285
TP32,GLN0331,83.443
TP32,GLN0332,40.122
TP32,GOR0331,20.762
TP32,GYM0661,10.193
TP32,GYT0331,5.654
TP32,HAM0111,18.86
TP32,HAM0551,0.237
TP32,HAY0111,9.898
TP32,HAY0331,8.412
TP32,HEN0331,67.23
TP32,HEP0331,91.056
TP32,HKK0661,0.842
TP32,HLY0331,17.81
TP32,HOB1101,35.686
TP32,HOR0331,5.237
TP32,HOR0661,3.291
TP32,HTI0331,22.057
TP32,HUI0331,25.473
TP32,HWA0331,19.469
TP32,HWA0332,5.223
TP32,HWA1101,0
TP32,HWA1102,0
TP32,HWB0331,18.54
TP32,HWB0332,32.092
TP32,HWB1101,6.298
TP32,INV0331,66.209
TP32,ISL0661,258.892
TP32,KAI0111,18.31
TP32,KAW0112,39.15
TP32,KAW1101,0
TP32,KBY0661,0.888
TP32,KBY0662,1.042
TP32,KIK0111,1.189
TP32,KIN0111,42.734
TP32,KIN0112,-20.981
TP32,KIN0113,15.592
TP32,KMO0331,7.666
TP32,KOE1101,24.3
TP32,KPA1101,0
TP32,KUM0661,-2.629
TP32,KWA0111,26.57
TP32,LFD1101,1.065
TP32,LFD1102,0.99
TP32,LTN0331,33.011
TP32,MAN2201,1.007
TP32,MAT1101,0.179
TP32,MCH0111,1.28
TP32,MER0331,0
TP32,MGM0331,5.149
TP32,MHO0331,23.299
TP32,MKE1101,0.205
TP32,MLG0111,16.823
TP32,MLG0331,21.236
TP32,MNG0331,80.034
TP32,MNG1101,6.096
TP32,MNI0111,5.993
TP32,MST0331,28.554
TP32,MTM0331,41.435
TP32,MTN0331,10.642
TP32,MTO0331,9.978
TP32,MTR0331,4.592
TP32,NAP2201,0
TP32,NAP2202,0
TP32,NMA0331,9.807
TP32,NPK0331,2.923
TP32,NPL0331,7.249
TP32,NSY0331,22.223
TP32,OAM0331,22.383
TP32,OKN0111,4.209
TP32,ONG0331,-0.252
TP32,OPK0331,4.622
TP32,ORO1101,3.218
TP32,ORO1102,3.168
TP32,OTA0221,44.401
TP32,OTI0111,0.063
TP32,OWH0111,6.537
TP32,PAK0331,86.114
TP32,PAO1101,22.906
TP32,PEN0221,42.412
TP32,PEN0251,3.536
TP32,PEN1101,118.959
TP32,PNI0331,8.454
TP32,PPI2201,0
TP32,RDF0331,37.813
TP32,RFN1101,1.241
TP32,RFN1102,1.187
TP32,ROS0221,58.629
TP32,ROS1101,34.809
TP32,ROT0111,13.555
TP32,ROT0331,33.876
TP32,ROT1101,0
TP32,SBK0331,17.651
TP32,SBK0661,7.989
TP32,SDN0331,50.379
TP32,SFD0331,14.275
TP32,SFD2201,0
TP32,STK0331,90.844
TP32,STK0661,16.288
TP32,STU0111,5.678
TP32,SVL0331,42.679
TP32,SWN0251,2.358
TP32,SWN2201,0.1
TP32,TAK0331,64.799
TP32,TGA0111,17.211
TP32,TGA0331,52.466
TP32,THI2201,0
TP32,TIM0111,49.812
TP32,TKA0331,3.036
TP32,TKH0111,0.629
TP32,TKR0331,55.642
TP32,TKU0331,4.93
TP32,TMI0331,24.036
TP32,TMK0331,13.285
TP32,TMN0551,1.554
TP32,TMU0111,23.788
TP32,TNG0111,20.593
TP32,TNG0551,-0.119
TP32,TRK0111,3.746
TP32,TUI1101,43.612
TP32,TWC2201,-0.436
TP32,TWH0331,63.51
TP32,TWI2201,579.367
TP32,TWZ0331,5.381
TP32,UHT0331,17.176
TP32,WAI0111,6.407
TP32,WDV0111,1.391
TP32,WDV1101,0.464
TP32,WEL0331,20.188
TP32,WHI2201,0.136
TP32,WIL0331,0.531
TP32,WIR0331,70.428
TP32,WKM2201,5.364
TP32,WPR0331,3.995
TP32,WPR0661,1.271
TP32,WPT0111,0
TP32,WPW0331,12.903
TP32,WRD0331,42.995
TP32,WRK0331,30.8
TP32,WTK0111,0
TP32,WTK0331,0
TP32,WTU0331,60.973
TP32,WVY0111,3.15
TP32,WWD1102,-40.719
TP32,WWD1103,-56.893
TP33,BOB1101,43.724
TP33,CPK0331,109.729
TP33,HAM0331,85.487
TP33,HIN0331,26.597
TP33,ISL0331,55.722
TP33,KAW0111,13.93
TP33,KAW0113,0
TP33,KIN0331,11.377
TP33,KPU0661,29.388
TP33,MPE1101,80.369
TP33,PEN0331,184.343
TP33,PRM0331,36.897
TP33,WGN0331,18.384
TP33,WHI0111,29.365
TP33,WHU0331,14.21
TP33,WKO0331,22.871
TP33,KAW0112_DLS0,0
TP33,KAW0113_DLS1,35.823
TP33,ABY0111,2.464
TP33,ALB0331,86.052
TP33,ALB1101,41.606
TP33,APS0111,0.172
TP33,ARG1101,0.032
TP33,ASB0331,18.856
TP33,ASB0661,23.592
TP33,ASY0111,8.913
TP33,ATU1101,0.136
TP33,BAL0331,19.477
TP33,BDE0111,7.994
TP33,BLN0331,46.807
TP33,BOB0331,6.596
TP33,BPD1101,1.655
TP33,BPE0331,65.634
TP33,BPE0551,0.206
TP33,BPT1101,0.322
TP33,BRB0331,47.649
TP33,BRK0331,17.57
TP33,BRY0661,93.333
TP33,BWK1101,0
TP33,CBG0111,22.325
TP33,CLH0111,0.297
TP33,CML0331,24.559
TP33,COL0111,0.191
TP33,COL0661,0
TP33,CPK0111,16.255
TP33,CST0331,35.773
TP33,CUL0331,5.706
TP33,CUL0661,3.633
TP33,CYD0331,0.551
TP33,CYD2201,0
TP33,DOB0331,3.04
TP33,DVK0111,9.317
TP33,EDG0331,46.274
TP33,EDN0331,4.729
TP33,FHL0331,37.174
TP33,FKN0331,45.605
TP33,GFD0331,43.204
TP33,GLN0331,82.164
TP33,GLN0332,42.894
TP33,GOR0331,21.378
TP33,GYM0661,10.321
TP33,GYT0331,6.167
TP33,HAM0111,20.291
TP33,HAM0551,0.776
TP33,HAY0111,11.046
TP33,HAY0331,9.107
TP33,HEN0331,70.913
TP33,HEP0331,94.172
TP33,HKK0661,0.841
TP33,HLY0331,18.588
TP33,HOB1101,35.207
TP33,HOR0331,5.615
TP33,HOR0661,3.301
TP33,HTI0331,22.725
TP33,HUI0331,26.172
TP33,HWA0331,20.413
TP33,HWA0332,5.234
TP33,HWA1101,0
TP33,HWA1102,0
TP33,HWB0331,21.938
TP33,HWB0332,33.414
TP33,HWB1101,6.399
TP33,INV0331,68.49
TP33,ISL0661,268.528
TP33,KAI0111,19.279
TP33,KAW0112,39.042
TP33,KAW1101,0
TP33,KBY0661,0.92
TP33,KBY0662,1.075
TP33,KIK0111,1.189
TP33,KIN0111,42.816
TP33,KIN0112,-20.557
TP33,KIN0113,14.426
TP33,KMO0331,8.493
TP33,KOE1101,27.16
TP33,KPA1101,0
TP33,KUM0661,-2.538
TP33,KWA0111,26.824
TP33,LFD1101,1.06
TP33,LFD1102,0.985
TP33,LTN0331,33.814
TP33,MAN2201,0.981
TP33,MAT1101,0.178
TP33,MCH0111,1.243
TP33,MER0331,0
TP33,MGM0331,5.359
TP33,MHO0331,23.846
TP33,MKE1101,0.203
TP33,MLG0111,17.694
TP33,MLG0331,23.233
TP33,MNG0331,80.449
TP33,MNG1101,7.138
TP33,MNI0111,5.919
TP33,MST0331,29.429
TP33,MTM0331,42.796
TP33,MTN0331,11.026
TP33,MTO0331,10.818
TP33,MTR0331,4.806
TP33,NAP2201,0
TP33,NAP2202,0
TP33,NMA0331,6.302
TP33,NPK0331,2.903
TP33,NPL0331,7.683
TP33,NSY0331,22.444
TP33,OAM0331,22.313
TP33,OKN0111,4.501
TP33,ONG0331,0.333
TP33,OPK0331,4.77
TP33,ORO1101,3.384
TP33,ORO1102,3.335
TP33,OTA0221,44.571
TP33,OTI0111,0.254
TP33,OWH0111,6.957
TP33,PAK0331,87.069
TP33,PAO1101,24.27
TP33,PEN0221,42.12
TP33,PEN0251,3.811
TP33,PEN1101,118.693
TP33,PNI0331,9.489
TP33,PPI2201,0
TP33,RDF0331,39.734
TP33,RFN1101,1.341
TP33,RFN1102,1.287
TP33,ROS0221,61.327
TP33,ROS1101,35.428
TP33,ROT0111,14.594
TP33,ROT0331,33.919
TP33,ROT1101,0
TP33,SBK0331,18.478
TP33,SBK0661,8.519
TP33,SDN0331,52.382
TP33,SFD0331,14.564
TP33,SFD2201,0
TP33,STK0331,94.006
TP33,STK0661,16.936
TP33,STU0111,5.708
TP33,SVL0331,45.527
TP33,SWN0251,3.081
TP33,SWN2201,0.1
TP33,TAK0331,66.774
TP33,TGA0111,17.746
TP33,TGA0331,54.414
TP33,THI2201,0
TP33,TIM0111,50.27
TP33,TKA0331,3.104
TP33,TKH0111,0.705
TP33,TKR0331,60.688
TP33,TKU0331,5.356
TP33,TMI0331,23.635
TP33,TMK0331,13.807
TP33,TMN0551,1.605
TP33,TMU0111,25.494
TP33,TNG0111,20.262
TP33,TNG0551,0.187
TP33,TRK0111,4.134
TP33,TUI1101,44.656
TP33,TWC2201,0.164
TP33,TWH0331,64.868
TP33,TWI2201,579.827
TP33,TWZ0331,5.354
TP33,UHT0331,18.651
TP33,WAI0111,6.708
TP33,WDV0111,1.47
TP33,WDV1101,0.461
TP33,WEL0331,21.2
TP33,WHI2201,0.16
TP33,WIL0331,-5.07
TP33,WIR0331,70.776
TP33,WKM2201,5.282
TP33,WPR0331,4.253
TP33,WPR0661,1.33
TP33,WPT0111,0
TP33,WPW0331,13.605
TP33,WRD0331,43.975
TP33,WRK0331,31.637
TP33,WTK0111,0
TP33,WTK0331,0
TP33,WTU0331,62.871
TP33,WVY0111,3.203
TP33,WWD1102,-50.353
TP33,WWD1103,-58.86
TP34,BOB1101,44.875
TP34,CPK0331,114.6
TP34,HAM0331,91.346
TP34,HIN0331,27.512
TP34,ISL0331,57.085
TP34,KAW0111,14.09
TP34,KAW0113,0
TP34,KIN0331,12.359
TP34,KPU0661,31.558
TP34,MPE1101,83.582
TP34,PEN0331,190.102
TP34,PRM0331,41.786
TP34,WGN0331,19.831
TP34,WHI0111,29.13
TP34,WHU0331,14.754
TP34,WKO0331,25.355
TP34,KAW0112_DLS0,0
TP34,KAW0113_DLS1,36.09
TP34,ABY0111,2.583
TP34,ALB0331,90.824
TP34,ALB1101,44.852
TP34,APS0111,0.181
TP34,ARG1101,0.003
TP34,ASB0331,20.307
TP34,ASB0661,25.333
TP34,ASY0111,9.026
TP34,ATU1101,0.129
TP34,BAL0331,20.099
TP34,BDE0111,7.78
TP34,BLN0331,50.115
TP34,BOB0331,6.717
TP34,BPD1101,1.728
TP34,BPE0331,69.964
TP34,BPE0551,0.832
TP34,BPT1101,0.35
TP34,BRB0331,48.452
TP34,BRK0331,19.963
TP34,BRY0661,102.459
TP34,BWK1101,0
TP34,CBG0111,24.725
TP34,CLH0111,0.342
TP34,CML0331,24.896
TP34,COL0111,0.201
TP34,COL0661,0
TP34,CPK0111,17.054
TP34,CST0331,37.351
TP34,CUL0331,6.143
TP34,CUL0661,4.071
TP34,CYD0331,0.21
TP34,CYD2201,0
TP34,DOB0331,3.085
TP34,DVK0111,9.653
TP34,EDG0331,48.922
TP34,EDN0331,4.813
TP34,FHL0331,39.659
TP34,FKN0331,47.015
TP34,GFD0331,45.102
TP34,GLN0331,83.358
TP34,GLN0332,45.211
TP34,GOR0331,22.112
TP34,GYM0661,10.665
TP34,GYT0331,6.296
TP34,HAM0111,22.363
TP34,HAM0551,2.157
TP34,HAY0111,12.073
TP34,HAY0331,10.243
TP34,HEN0331,77.063
TP34,HEP0331,99.479
TP34,HKK0661,1.423
TP34,HLY0331,18.769
TP34,HOB1101,34.862
TP34,HOR0331,6.008
TP34,HOR0661,3.302
TP34,HTI0331,23.355
TP34,HUI0331,25.001
TP34,HWA0331,21.404
TP34,HWA0332,5.257
TP34,HWA1101,0
TP34,HWA1102,0
TP34,HWB0331,27.864
TP34,HWB0332,35.15
TP34,HWB1101,6.898
TP34,INV0331,72.857
TP34,ISL0661,293.177
TP34,KAI0111,21.287
TP34,KAW0112,39.015
TP34,KAW1101,0
TP34,KBY0661,1.014
TP34,KBY0662,1.169
TP34,KIK0111,1.303
TP34,KIN0111,41.203
TP34,KIN0112,-21.888
TP34,KIN0113,13.84
TP34,KMO0331,10.023
TP34,KOE1101,29.587
TP34,KPA1101,0
TP34,KUM0661,-2.315
TP34,KWA0111,26.593
TP34,LFD1101,1.031
TP34,LFD1102,0.949
TP34,LTN0331,36.063
TP34,MAN2201,0.961
TP34,MAT1101,0.208
TP34,MCH0111,1.219
TP34,MER0331,0
TP34,MGM0331,5.756
TP34,MHO0331,26.077
TP34,MKE1101,0.21
TP34,MLG0111,18.597
TP34,MLG0331,25.352
TP34,MNG0331,82.026
TP34,MNG1101,7.134
TP34,MNI0111,5.878
TP34,MST0331,31.594
TP34,MTM0331,45.914
TP34,MTN0331,12.065
TP34,MTO0331,11.298
TP34,MTR0331,4.957
TP34,NAP2201,0
TP34,NAP2202,0
TP34,NMA0331,7.32
TP34,NPK0331,2.983
TP34,NPL0331,8.267
TP34,NSY0331,22.817
TP34,OAM0331,23.844
TP34,OKN0111,5.137
TP34,ONG0331,0.99
TP34,OPK0331,4.886
TP34,ORO1101,3.582
TP34,ORO1102,3.533
TP34,OTA0221,45.397
TP34,OTI0111,0.499
TP34,OWH0111,7.871
TP34,PAK0331,92.169
TP34,PAO1101,24.745
TP34,PEN0221,42.15
TP34,PEN0251,4.235
TP34,PEN1101,119.552
TP34,PNI0331,11.112
TP34,PPI2201,0
TP34,RDF0331,44.646
TP34,RFN1101,1.273
TP34,RFN1102,1.239
TP34,ROS0221,67.382
TP34,ROS1101,37.751
TP34,ROT0111,16.87
TP34,ROT0331,34.607
TP34,ROT1101,0
TP34,SBK0331,20.312
TP34,SBK0661,9.634
TP34,SDN0331,55.805
TP34,SFD0331,15.619
TP34,SFD2201,0
TP34,STK0331,99.496
TP34,STK0661,18.325
TP34,STU0111,5.982
TP34,SVL0331,50
TP34,SWN0251,3.877
TP34,SWN2201,0.1
TP34,TAK0331,71.742
TP34,TGA0111,19.427
TP34,TGA0331,58.754
TP34,THI2201,0
TP34,TIM0111,53.37
TP34,TKA0331,3.178
TP34,TKH0111,0.827
TP34,TKR0331,65.934
TP34,TKU0331,5.934
TP34,TMI0331,24.303
TP34,TMK0331,14.765
TP34,TMN0551,0.059
TP34,TMU0111,27.666
TP34,TNG0111,19.784
TP34,TNG0551,0.06
TP34,TRK0111,4.948
TP34,TUI1101,45.635
TP34,TWC2201,-0.26
TP34,TWH0331,66.161
TP34,TWI2201,578.505
TP34,TWZ0331,5.579
TP34,UHT0331,21.054
TP34,WAI0111,7.16
TP34,WDV0111,1.668
TP34,WDV1101,0.462
TP34,WEL0331,22.886
TP34,WHI2201,0.174
TP34,WIL0331,-7.267
TP34,WIR0331,71.839
TP34,WKM2201,5.3
TP34,WPR0331,4.821
TP34,WPR0661,1.584
TP34,WPT0111,0
TP34,WPW0331,14.781
TP34,WRD0331,47.378
TP34,WRK0331,33.305
TP34,WTK0111,0
TP34,WTK0331,0
TP34,WTU0331,67.395
TP34,WVY0111,3.123
TP34,WWD1102,-52.606
TP34,WWD1103,-57.547
TP35,BOB1101,50.024
TP35,CPK0331,122.284
TP35,HAM0331,100.705
TP35,HIN0331,29.329
TP35,ISL0331,58.642
TP35,KAW0111,16.207
TP35,KAW0113,0
TP35,KIN0331,13.363
TP35,KPU0661,34.997
TP35,MPE1101,89.904
TP35,PEN0331,203.018
TP35,PRM0331,46.078
TP35,WGN0331,21.034
TP35,WHI0111,29.419
TP35,WHU0331,15.716
TP35,WKO0331,27.834
TP35,KAW0112_DLS0,0
TP35,KAW0113_DLS1,47.614
TP35,ABY0111,2.868
TP35,ALB0331,99.27
TP35,ALB1101,50.465
TP35,APS0111,0.201
TP35,ARG1101,0
TP35,ASB0331,21.649
TP35,ASB0661,27.296
TP35,ASY0111,10.051
TP35,ATU1101,0.123
TP35,BAL0331,19.912
TP35,BDE0111,7.76
TP35,BLN0331,56.698
TP35,BOB0331,7.968
TP35,BPD1101,1.795
TP35,BPE0331,77.653
TP35,BPE0551,0.872
TP35,BPT1101,0.347
TP35,BRB0331,49.757
TP35,BRK0331,23.118
TP35,BRY0661,115.477
TP35,BWK1101,0
TP35,CBG0111,26.279
TP35,CLH0111,0.421
TP35,CML0331,27.255
TP35,COL0111,0.208
TP35,COL0661,0
TP35,CPK0111,18.443
TP35,CST0331,38.572
TP35,CUL0331,6.892
TP35,CUL0661,4.746
TP35,CYD0331,1.64
TP35,CYD2201,0
TP35,DOB0331,3.127
TP35,DVK0111,10.75
TP35,EDG0331,53.267
TP35,EDN0331,5.064
TP35,FHL0331,42.782
TP35,FKN0331,48.955
TP35,GFD0331,48.433
TP35,GLN0331,80.133
TP35,GLN0332,49.087
TP35,GOR0331,22.965
TP35,GYM0661,10.792
TP35,GYT0331,6.863
TP35,HAM0111,25.304
TP35,HAM0551,3.739
TP35,HAY0111,14.044
TP35,HAY0331,11.811
TP35,HEN0331,87.529
TP35,HEP0331,109.243
TP35,HKK0661,2.099
TP35,HLY0331,17.993
TP35,HOB1101,34.205
TP35,HOR0331,6.541
TP35,HOR0661,3.491
TP35,HTI0331,24.367
TP35,HUI0331,23.894
TP35,HWA0331,22.588
